不_d ,_w 12243_m 
长江_ns ,_w 121_m 
汉家_n ,_w 120_m 
第一_m ,_w 120_m 
禅_g ,_w 120_m 
翩翩_a ,_w 120_m 
次_q ,_w 119_m 
波涛_n ,_w 119_m 
歌声_n ,_w 119_m 
宅_g ,_w 119_m 
捧_v ,_w 118_m 
解_v ,_w 118_m 
四时_t ,_w 118_m 
诗人_n ,_w 118_m 
佳期_t ,_w 118_m 
憔悴_a ,_w 118_m 
三十_m ,_w 118_m 
日落_v ,_w 118_m 
此日_t ,_w 118_m 
净_a ,_w 117_m 
乌_j ,_w 117_m 
苍茫_a ,_w 117_m 
嗟_g ,_w 117_m 
继_g ,_w 117_m 
冲_v ,_w 117_m 
到处_d ,_w 117_m 
顷_g ,_w 117_m 
不足_a ,_w 117_m 
致_v ,_w 117_m 
棋_n ,_w 117_m 
黄叶_n ,_w 116_m 
迢递_v ,_w 116_m 
两三_m ,_w 116_m 
何_r 须_g ,_w 116_m 
何用_r ,_w 116_m 
逼_v ,_w 116_m 
印_g ,_w 116_m 
欺_g ,_w 116_m 
广_a ,_w 116_m 
喧_g ,_w 115_m 
清_a 光_n ,_w 115_m 
不堪_v ,_w 115_m 
风波_n ,_w 115_m 
俄_j ,_w 115_m 
纵横_v ,_w 115_m 
楼上_s ,_w 115_m 
推_v ,_w 115_m 
返_v ,_w 115_m 
端_f ,_w 115_m 
八月_t ,_w 115_m 
往事_n ,_w 115_m 
欢娱_v ,_w 114_m 
秋色_n ,_w 114_m 
闲人_n ,_w 114_m 
上月_t ,_w 114_m 
园林_n ,_w 114_m 
翡翠_n ,_w 114_m 
细雨_n ,_w 114_m 
水流_n ,_w 114_m 
仿佛_d ,_w 113_m 
老人_n ,_w 113_m 
逍遥_a ,_w 113_m 
昔年_t ,_w 113_m 
凿_v ,_w 113_m 
计_v ,_w 113_m 
羊_n ,_w 113_m 
顾_g ,_w 112_m 
倒_v ,_w 112_m 
归心_v ,_w 112_m 
牛_n ,_w 112_m 
阑_g ,_w 112_m 
夜深_t ,_w 112_m 
来往_v ,_w 112_m 
扶_v ,_w 111_m 
碧云_n ,_w 111_m 
泣_g ,_w 111_m 
远近_n ,_w 111_m 
青门_n ,_w 111_m 
月色_n ,_w 111_m 
盛_v ,_w 111_m 
朝朝_n ,_w 111_m 
院_n ,_w 111_m 
恋_v ,_w 110_m 
黍_g ,_w 110_m 
吟诗_v ,_w 110_m 
清晨_t ,_w 110_m 
席_g ,_w 110_m 
池塘_n ,_w 110_m 
子_g ,_w 110_m 
拥_v ,_w 110_m 
芳菲_n ,_w 109_m 
张_q ,_w 109_m 
猿声_n ,_w 109_m 
街_n ,_w 109_m 
野_a ,_w 109_m 
叠_v ,_w 109_m 
可惜_v ,_w 109_m 
调_v ,_w 109_m 
长沙_ns ,_w 109_m 
按_p ,_w 109_m 
白雪_n ,_w 109_m 
秋水_n ,_w 109_m 
凤凰_n ,_w 109_m 
花枝_n ,_w 109_m 
飞鸟_n ,_w 109_m 
相亲_v ,_w 109_m 
红叶_n ,_w 108_m 
烟波_n ,_w 108_m 
凄凉_a ,_w 108_m 
采_v ,_w 108_m 
陇_j ,_w 108_m 
故山_ns ,_w 108_m 
斋_g ,_w 107_m 
宁知_c ,_w 107_m 
埋_v ,_w 107_m 
尘_g ,_w 107_m 
迟迟_d ,_w 107_m 
此生_r ,_w 107_m 
苍苔_n ,_w 107_m 
世上_s ,_w 107_m 
残月_n ,_w 107_m 
江边_s ,_w 106_m 
太守_n ,_w 106_m 
退_v ,_w 106_m 
不_d 尽_v ,_w 106_m 
往往_d ,_w 106_m 
辨_g ,_w 106_m 
旗_n ,_w 106_m 
棹_g ,_w 105_m 
箫_g ,_w 105_m 
精_a ,_w 105_m 
不曾_d ,_w 105_m 
未知_v ,_w 105_m 
应有_v ,_w 105_m 
射_v ,_w 105_m 
日夕_n ,_w 105_m 
松柏_n ,_w 105_m 
血_n ,_w 104_m 
客心_n ,_w 104_m 
奇_g ,_w 104_m 
马上_d ,_w 104_m 
禁_v ,_w 104_m 
沉_v ,_w 104_m 
庭_g ,_w 104_m 
一半_m ,_w 104_m 
坟_n ,_w 104_m 
煮_v ,_w 103_m 
造化_v ,_w 103_m 
微风_n ,_w 103_m 
清秋_t ,_w 103_m 
楼台_n ,_w 103_m 
绝_g ,_w 103_m 
明时_t ,_w 103_m 
梅花_n ,_w 103_m 
等_u ,_w 103_m 
食_v ,_w 103_m 
岸_g ,_w 102_m 
置_v ,_w 102_m 
瓶_n ,_w 102_m 
假_a ,_w 102_m 
消_v ,_w 102_m 
还有_v ,_w 102_m 
朱门_n ,_w 101_m 
相访_v ,_w 101_m 
巴_j ,_w 101_m 
稳_a ,_w 101_m 
浑_a ,_w 101_m 
舒_g ,_w 101_m 
尘土_n ,_w 101_m 
一朝_t ,_w 100_m 
何妨_v ,_w 100_m 
相_d 如_v ,_w 100_m 
明主_n ,_w 100_m 
枕_g ,_w 100_m 
他人_r ,_w 100_m 
五月_t ,_w 100_m 
固_g ,_w 100_m 
英雄_n ,_w 100_m 
寸_q ,_w 100_m 
趁_g ,_w 100_m 
马蹄_n ,_w 99_m 
多情_a ,_w 99_m 
匹_n ,_w 99_m 
从容_a ,_w 99_m 
世事_n ,_w 99_m 
分_n ,_w 99_m 
柳色_n ,_w 99_m 
音_n ,_w 99_m 
沧浪_n ,_w 99_m 
荐_g ,_w 99_m 
读书_v ,_w 99_m 
天台_n ,_w 99_m 
旋_g ,_w 99_m 
纵_g ,_w 98_m 
便是_v ,_w 98_m 
人心_n ,_w 98_m 
漫漫_a ,_w 98_m 
有意_v ,_w 98_m 
王_n ,_w 98_m 
讵_n ,_w 97_m 
珍重_v ,_w 97_m 
托_g ,_w 97_m 
寻常_a ,_w 97_m 
别_d 离_v ,_w 97_m 
摇_v ,_w 97_m 
堤_n ,_w 97_m 
掷_v ,_w 97_m 
日照_n ,_w 97_m 
建_v ,_w 97_m 
嫁_v ,_w 97_m 
凄凄_a ,_w 97_m 
蝉声_n ,_w 97_m 
归客_v ,_w 97_m 
相似_a ,_w 97_m 
免_v ,_w 97_m 
斜阳_ns ,_w 96_m 
仰_v ,_w 96_m 
功名_n ,_w 96_m 
余_m ,_w 96_m 
般_u ,_w 96_m 
西南_s ,_w 96_m 
经年_t ,_w 96_m 
霁_g ,_w 95_m 
迥_g ,_w 95_m 
不妨_v ,_w 95_m 
疑_g ,_w 95_m 
年华_n ,_w 95_m 
奈何_v ,_w 95_m 
羽_g ,_w 95_m 
水边_s ,_w 95_m 
扬州_ns ,_w 95_m 
去去_v ,_w 95_m 
归时_t ,_w 95_m 
花时_t ,_w 94_m 
碑_n ,_w 94_m 
像_n ,_w 94_m 
积_n ,_w 94_m 
底_f ,_w 94_m 
脱_v ,_w 94_m 
思量_v ,_w 94_m 
怜君_np ,_w 94_m 
赖_v ,_w 94_m 
家家_q ,_w 93_m 
裁_v ,_w 93_m 
盘_q ,_w 93_m 
瞻_g ,_w 93_m 
钓_v ,_w 93_m 
中原_ns ,_w 93_m 
可以_v ,_w 93_m 
二年_t ,_w 93_m 
楚_g ,_w 93_m 
违_g ,_w 93_m 
冬_g ,_w 92_m 
红尘_n ,_w 92_m 
排_n ,_w 92_m 
倦_n ,_w 92_m 
时_g 人_n ,_w 92_m 
禽_g ,_w 92_m 
竹林_n ,_w 92_m 
不及_v ,_w 92_m 
交亲_v ,_w 92_m 
峰_g ,_w 92_m 
的_u ,_w 91_m 
灵_a ,_w 91_m 
圣主_n ,_w 91_m 
迷_g ,_w 91_m 
弹_g ,_w 91_m 
适_g ,_w 91_m 
裴回_v ,_w 91_m 
须臾_t ,_w 91_m 
肠断_v ,_w 91_m 
远客_n ,_w 91_m 
清夜_t ,_w 91_m 
蓬莱_ns ,_w 91_m 
东_f 山_n ,_w 90_m 
征_v 人_n ,_w 90_m 
竞_g ,_w 90_m 
珠_g ,_w 90_m 
丈_n ,_w 90_m 
位_g ,_w 90_m 
潭_n ,_w 90_m 
壶_g ,_w 89_m 
思君_np ,_w 89_m 
毛_a ,_w 89_m 
扇_q ,_w 89_m 
重阳_ns ,_w 89_m 
厌_g ,_w 89_m 
新年_t ,_w 89_m 
章_q ,_w 89_m 
二十_m ,_w 89_m 
青松_n ,_w 89_m 
诏_v ,_w 89_m 
未曾_d ,_w 89_m 
风雪_n ,_w 89_m 
逶迤_a ,_w 89_m 
寥落_v ,_w 89_m 
戴_v ,_w 89_m 
惯_v ,_w 88_m 
前年_t ,_w 88_m 
丹青_n ,_w 88_m 
春雨_n ,_w 88_m 
自此_d ,_w 88_m 
麋鹿_n ,_w 88_m 
翅_g ,_w 88_m 
南风_n ,_w 88_m 
永日_t ,_w 88_m 
羽翼_n ,_w 88_m 
萋萋_a ,_w 88_m 
饮酒_v ,_w 88_m 
盈_g ,_w 88_m 
野人_n ,_w 88_m 
儿童_n ,_w 88_m 
青天_n ,_w 87_m 
汀洲_ns ,_w 87_m 
一旦_d ,_w 87_m 
关河_ns ,_w 87_m 
古木_n ,_w 87_m 
同心_v ,_w 87_m 
四面_f ,_w 87_m 
迢迢_a ,_w 87_m 
醒_v ,_w 87_m 
惹_v ,_w 87_m 
冻_v ,_w 87_m 
夜夜_t ,_w 87_m 
容_g ,_w 87_m 
妙_a ,_w 87_m 
行客_v ,_w 87_m 
料_n ,_w 87_m 
侧_f ,_w 87_m 
昔日_t ,_w 86_m 
道士_n ,_w 86_m 
钟声_n ,_w 86_m 
获_v ,_w 86_m 
平明_a ,_w 86_m 
碧落_n ,_w 86_m 
树色_n ,_w 86_m 
满眼_n ,_w 86_m 
云雨_n ,_w 86_m 
大道_n ,_w 86_m 
菊_g ,_w 86_m 
归期_v ,_w 86_m 
西北_s ,_w 86_m 
志_n ,_w 86_m 
遥知_v ,_w 86_m 
空馀_n ,_w 86_m 
千金_n ,_w 86_m 
林间_s ,_w 86_m 
龙门_ns ,_w 86_m 
烟尘_n ,_w 86_m 
等闲_a ,_w 86_m 
圣朝_t ,_w 85_m 
风烟_n ,_w 85_m 
青草_n ,_w 85_m 
耕_v ,_w 85_m 
蹉跎_n ,_w 85_m 
毕_g ,_w 85_m 
不惜_v ,_w 85_m 
咸阳_ns ,_w 85_m 
无处_d ,_w 85_m 
弟子_n ,_w 85_m 
纱_n ,_w 85_m 
袅袅_a ,_w 85_m 
青楼_n ,_w 85_m 
濯_g ,_w 85_m 
叹息_v ,_w 85_m 
感_g ,_w 85_m 
侵_g ,_w 85_m 
怀抱_n ,_w 84_m 
铺_v ,_w 84_m 
战_g ,_w 84_m 
吊_v ,_w 84_m 
乔木_n ,_w 84_m 
枉_g ,_w 84_m 
偶然_a ,_w 84_m 
文字_n ,_w 84_m 
肩_n ,_w 84_m 
辛勤_a ,_w 84_m 
佳_a ,_w 84_m 
感激_v ,_w 84_m 
四邻_n ,_w 84_m 
沧江_ns ,_w 84_m 
上方_f ,_w 84_m 
梨花_n ,_w 84_m 
闲居_v ,_w 84_m 
开门_v ,_w 83_m 
心期_n ,_w 83_m 
南宫_ns ,_w 83_m 
春山_n ,_w 83_m 
南北_f ,_w 83_m 
江水_n ,_w 83_m 
赐_v ,_w 83_m 
宫_g ,_w 83_m 
高台_n ,_w 83_m 
妆_g ,_w 83_m 
夜月_t ,_w 83_m 
须知_n ,_w 83_m 
山僧_n ,_w 83_m 
覆_g ,_w 83_m 
白石_np ,_w 82_m 
潇洒_a ,_w 82_m 
仞_v ,_w 82_m 
人情_n ,_w 82_m 
节_q ,_w 82_m 
依稀_d ,_w 82_m 
谈_v ,_w 82_m 
檐_g ,_w 82_m 
贱_a ,_w 82_m 
来时_t ,_w 82_m 
行行_v ,_w 82_m 
白马_n ,_w 82_m 
堆_q ,_w 82_m 
融_v ,_w 82_m 
攒_v ,_w 82_m 
秋月_t ,_w 82_m 
幸_g ,_w 81_m 
夺_v ,_w 81_m 
怨_v ,_w 81_m 
此别_r ,_w 81_m 
白玉_n ,_w 81_m 
他乡_r ,_w 81_m 
楚客_n ,_w 81_m 
高情_n ,_w 81_m 
童子_n ,_w 81_m 
陇头_n ,_w 81_m 
山头_n ,_w 80_m 
遮_v ,_w 80_m 
不易_a ,_w 80_m 
扑_v ,_w 80_m 
今宵_n ,_w 80_m 
织_v ,_w 80_m 
萧索_a ,_w 80_m 
岛_n ,_w 80_m 
景_g ,_w 80_m 
弱_a ,_w 80_m 
太平_a ,_w 80_m 
门外_s ,_w 80_m 
心中_s ,_w 80_m 
口_q ,_w 80_m 
算_v ,_w 80_m 
干戈_n ,_w 80_m 
东_f 林_g ,_w 80_m 
朝廷_n ,_w 79_m 
鸿雁_n ,_w 79_m 
众_g ,_w 79_m 
白露_v ,_w 79_m 
莫_d 道_v ,_w 79_m 
英_j ,_w 79_m 
万物_n ,_w 79_m 
记_v ,_w 79_m 
天气_n ,_w 79_m 
宾客_n ,_w 79_m 
诗句_n ,_w 79_m 
纸_n ,_w 79_m 
正是_v ,_w 79_m 
忍_v ,_w 79_m 
高阁_n ,_w 79_m 
只是_c ,_w 79_m 
泠泠_a ,_w 79_m 
饥_g ,_w 79_m 
青冥_n ,_w 79_m 
拆_v ,_w 78_m 
终年_n ,_w 78_m 
独_d 行_v ,_w 78_m 
浮_a ,_w 78_m 
护_v ,_w 78_m 
罗_j ,_w 78_m 
他时_t ,_w 78_m 
柳条_n ,_w 78_m 
烟雨_n ,_w 78_m 
夫子_n ,_w 78_m 
咽_g ,_w 78_m 
摇落_v ,_w 78_m 
二十年_t ,_w 77_m 
宵_g ,_w 77_m 
王孙_np ,_w 77_m 
墨_j ,_w 77_m 
陌_g ,_w 77_m 
得意_a ,_w 77_m 
坏_a ,_w 77_m 
清景_n ,_w 77_m 
酒杯_n ,_w 77_m 
方寸_n ,_w 77_m 
雀_g ,_w 77_m 
孤峰_n ,_w 77_m 
关山_ns ,_w 77_m 
惟有_v ,_w 77_m 
东方_f ,_w 77_m 
观_g ,_w 77_m 
衣冠_n ,_w 77_m 
寥寥_a ,_w 77_m 
浊_g ,_w 77_m 
山花_n ,_w 77_m 
札_g ,_w 77_m 
孰_r ,_w 76_m 
繁华_a ,_w 76_m 
刺_v ,_w 76_m 
房_n ,_w 76_m 
筵_e ,_w 76_m 
宁_g ,_w 76_m 
相问_v ,_w 76_m 
相知_v ,_w 76_m 
夏_g ,_w 76_m 
渡_v ,_w 76_m 
异_g ,_w 76_m 
围_v ,_w 76_m 
防_v ,_w 76_m 
羞_a ,_w 76_m 
精神_n ,_w 76_m 
莲花_n ,_w 76_m 
羁_g ,_w 76_m 
流落_v ,_w 76_m 
飞来_v ,_w 76_m 
左右_m ,_w 76_m 
所以_c ,_w 76_m 
霓裳_n ,_w 76_m 
可能_v ,_w 75_m 
岐路_n ,_w 75_m 
名利_n ,_w 75_m 
朝夕_n ,_w 75_m 
巫峡_ns ,_w 75_m 
踟蹰_n ,_w 75_m 
几千_m ,_w 75_m 
吏_g ,_w 75_m 
舍_v ,_w 75_m 
水中_s ,_w 75_m 
高僧_n ,_w 75_m 
是非_n ,_w 75_m 
田园_n ,_w 75_m 
无力_v ,_w 75_m 
韵_n ,_w 75_m 
市_n ,_w 75_m 
封侯_n ,_w 75_m 
边城_n ,_w 75_m 
西山_ns ,_w 75_m 
支_q ,_w 75_m 
自怜_v ,_w 74_m 
水上_s ,_w 74_m 
发生_v ,_w 74_m 
啄_v ,_w 74_m 
夸_v ,_w 74_m 
悟_g ,_w 74_m 
嘶_o ,_w 74_m 
古今_n ,_w 74_m 
秋草_n ,_w 74_m 
遗_g ,_w 74_m 
送客_v ,_w 74_m 
双双_m ,_w 74_m 
甲_g ,_w 74_m 
知名_a ,_w 74_m 
霏霏_a ,_w 74_m 
从事_v ,_w 74_m 
答_v ,_w 74_m 
巫山_ns ,_w 74_m 
诚_a ,_w 74_m 
打_v ,_w 74_m 
绣_v ,_w 73_m 
磬_g ,_w 73_m 
密_a ,_w 73_m 
百花_n ,_w 73_m 
略_d ,_w 73_m 
军_n ,_w 73_m 
海门_n ,_w 73_m 
薰_g ,_w 73_m 
前程_n ,_w 73_m 
翠_g ,_w 73_m 
渔舟_n ,_w 73_m 
启_v ,_w 73_m 
客路_n ,_w 73_m 
帘_g ,_w 73_m 
面_n ,_w 73_m 
酬_g ,_w 73_m 
三峡_ns ,_w 73_m 
箭_n ,_w 73_m 
五十_m ,_w 73_m 
骨肉_n ,_w 73_m 
何况_c ,_w 73_m 
水声_n ,_w 73_m 
驰_g ,_w 73_m 
孤云_n ,_w 73_m 
相伴_v ,_w 73_m 
寒山_n ,_w 73_m 
艰难_a ,_w 73_m 
沈沈_j ,_w 72_m 
矜_g ,_w 72_m 
烟火_n ,_w 72_m 
树影_n ,_w 72_m 
苍梧_a ,_w 72_m 
出入_v ,_w 72_m 
哀_g ,_w 72_m 
四方_n ,_w 72_m 
壮士_n ,_w 72_m 
婵娟_n ,_w 72_m 
同时_c ,_w 72_m 
凤_g ,_w 72_m 
旁_f ,_w 72_m 
华发_n ,_w 72_m 
青苔_n ,_w 72_m 
各自_r ,_w 72_m 
一一_d ,_w 72_m 
松_a ,_w 72_m 
近日_t ,_w 72_m 
空门_n ,_w 71_m 
登山_v ,_w 71_m 
月夜_n ,_w 71_m 
秋光_n ,_w 71_m 
媒_g ,_w 71_m 
星辰_n ,_w 71_m 
尔_g ,_w 71_m 
微雨_n ,_w 71_m 
六月_t ,_w 71_m 
西江_ns ,_w 71_m 
野花_n ,_w 71_m 
石桥_n ,_w 71_m 
恶_a ,_w 71_m 
高低_n ,_w 71_m 
热_a ,_w 71_m 
积雪_n ,_w 71_m 
捐_v ,_w 71_m 
微微_a ,_w 71_m 
柴门_n ,_w 70_m 
敛_g ,_w 70_m 
闲行_v ,_w 70_m 
松风_n ,_w 70_m 
昼_g ,_w 70_m 
涉_g ,_w 70_m 
蛾眉_n ,_w 70_m 
飘飖_v ,_w 70_m 
弟兄_n ,_w 70_m 
容易_a ,_w 70_m 
胡_e ,_w 70_m 
奔_v ,_w 70_m 
倘_e ,_w 70_m 
岂能_v ,_w 70_m 
聚_v ,_w 70_m 
十月_t ,_w 70_m 
反_a ,_w 70_m 
水国_n ,_w 70_m 
寺_g ,_w 70_m 
剪_v ,_w 70_m 
白鹤_n ,_w 70_m 
瑶台_n ,_w 70_m 
巾_g ,_w 70_m 
不_d 可见_v ,_w 70_m 
止_v ,_w 70_m 
去时_t ,_w 70_m 
杂_a ,_w 69_m 
抵_v ,_w 69_m 
无数_m ,_w 69_m 
子孙_n ,_w 69_m 
野客_n ,_w 69_m 
江流_n ,_w 69_m 
西东_f ,_w 69_m 
兮_u ,_w 69_m 
仙人_n ,_w 69_m 
末_f ,_w 69_m 
得知_v ,_w 69_m 
冉冉_a ,_w 69_m 
凡_d ,_w 69_m 
君心_a ,_w 69_m 
生计_n ,_w 69_m 
来自_v ,_w 69_m 
阿_j ,_w 69_m 
弓_n ,_w 69_m 
甘_g ,_w 69_m 
长年_d ,_w 69_m 
诗书_n ,_w 69_m 
髯_g ,_w 69_m 
颜_j ,_w 69_m 
大夫_n ,_w 69_m 
京华_j ,_w 68_m 
那_r 堪_q ,_w 68_m 
厚_a ,_w 68_m 
瀑布_n ,_w 68_m 
富_a ,_w 68_m 
君恩_n ,_w 68_m 
鹦鹉_n ,_w 68_m 
远别_v ,_w 68_m 
慰_g ,_w 68_m 
只有_c ,_w 68_m 
斜日_t ,_w 68_m 
牡丹_n ,_w 68_m 
周_np ,_w 68_m 
山_n 阴_a ,_w 68_m 
饶_e ,_w 68_m 
茅屋_n ,_w 68_m 
稚子_n ,_w 68_m 
千峰_n ,_w 68_m 
鹿_n ,_w 68_m 
行路_v ,_w 68_m 
悠然_a ,_w 68_m 
秋日_t ,_w 68_m 
商山_n ,_w 68_m 
埃_j ,_w 68_m 
自由_a ,_w 68_m 
郭_np ,_w 68_m 
芳_g ,_w 68_m 
难得_a ,_w 67_m 
梅_g ,_w 67_m 
江月_t ,_w 67_m 
亡_g ,_w 67_m 
故里_n ,_w 67_m 
两岸_n ,_w 67_m 
烟雾_n ,_w 67_m 
淹_v ,_w 67_m 
长生_a ,_w 67_m 
西陵_ns ,_w 67_m 
昼夜_n ,_w 67_m 
鬓_g ,_w 67_m 
谪_g ,_w 67_m 
衡门_ns ,_w 67_m 
瑶池_n ,_w 67_m 
杀人_v ,_w 67_m 
天边_s ,_w 67_m 
领_v ,_w 67_m 
渡头_n ,_w 67_m 
清江_ns ,_w 67_m 
虽然_c ,_w 67_m 
心事_n ,_w 67_m 
妻_g ,_w 67_m 
天际_n ,_w 67_m 
平地_n ,_w 67_m 
何当_o ,_w 67_m 
敲_v ,_w 67_m 
粗_a ,_w 67_m 
空林_n ,_w 66_m 
练_v ,_w 66_m 
九州_n ,_w 66_m 
儒_g ,_w 66_m 
多年_m ,_w 66_m 
填_v ,_w 66_m 
承恩_v ,_w 66_m 
一行_n ,_w 66_m 
礼_n ,_w 66_m 
银_g ,_w 66_m 
落晖_v ,_w 66_m 
忆昔_v ,_w 66_m 
天津_ns ,_w 66_m 
助_v ,_w 66_m 
古寺_n ,_w 66_m 
烟花_n ,_w 66_m 
金陵_ns ,_w 66_m 
潺潺_o ,_w 66_m 
春生_v ,_w 66_m 
谋_v ,_w 66_m 
蜀_j ,_w 66_m 
天意_n ,_w 66_m 
老翁_n ,_w 66_m 
吴_np ,_w 66_m 
虚空_v ,_w 65_m 
流莺_n ,_w 65_m 
雄_g ,_w 65_m 
平原_n ,_w 65_m 
东_f 流_v ,_w 65_m 
戒_v ,_w 65_m 
攀折_v ,_w 65_m 
月照_n ,_w 65_m 
病身_n ,_w 65_m 
暝_g ,_w 65_m 
径_g ,_w 65_m 
萤_g ,_w 65_m 
展_g ,_w 65_m 
饭_n ,_w 65_m 
万古_n ,_w 65_m 
荆州_ns ,_w 65_m 
登高_v ,_w 65_m 
夜长_n ,_w 65_m 
骨_g ,_w 65_m 
今来_t ,_w 65_m 
苏_j ,_w 65_m 
高_a 树_n ,_w 65_m 
熏_v ,_w 65_m 
岐_g ,_w 65_m 
直到_v ,_w 65_m 
七十_m ,_w 65_m 
险_a ,_w 64_m 
咫尺_n ,_w 64_m 
寥廓_a ,_w 64_m 
掩扉_v ,_w 64_m 
相遇_v ,_w 64_m 
相期_v ,_w 64_m 
清明_t ,_w 64_m 
往年_t ,_w 64_m 
清_a 歌_n ,_w 64_m 
悲风_n ,_w 64_m 
日夜_n ,_w 64_m 
征战_v ,_w 64_m 
集_q ,_w 64_m 
避_v ,_w 64_m 
九江_ns ,_w 64_m 
逃_v ,_w 64_m 
文_g ,_w 64_m 
异乡_n ,_w 64_m 
双旌_a ,_w 64_m 
他年_t ,_w 64_m 
圣_g ,_w 64_m 
无言_a ,_w 63_m 
九月_t ,_w 63_m 
城头_n ,_w 63_m 
曛_g ,_w 63_m 
苍翠_a ,_w 63_m 
桃源_n ,_w 63_m 
记得_v ,_w 63_m 
雉_g ,_w 63_m 
实_a ,_w 63_m 
藕_n ,_w 63_m 
增_v ,_w 63_m 
裴_g ,_w 63_m 
佳气_n ,_w 63_m 
终期_n ,_w 63_m 
吾_r 师_g ,_w 63_m 
焚_g ,_w 63_m 
三径_n ,_w 63_m 
莲_g ,_w 63_m 
绮_g ,_w 63_m 
钩_n ,_w 63_m 
西_f 望_v ,_w 63_m 
丘_g ,_w 63_m 
始知_v ,_w 63_m 
旧_a 游_g ,_w 63_m 
烂_a ,_w 63_m 
滑_a ,_w 63_m 
笛_g ,_w 63_m 
枯_v ,_w 63_m 
烽火_n ,_w 63_m 
君家_n ,_w 62_m 
两地_n ,_w 62_m 
圣人_n ,_w 62_m 
崖_g ,_w 62_m 
堕_a ,_w 62_m 
鸾_a ,_w 62_m 
斯_g ,_w 62_m 
山东_ns ,_w 62_m 
渭水_ns ,_w 62_m 
啸_v ,_w 62_m 
津_j ,_w 62_m 
扬_g ,_w 62_m 
设_v ,_w 62_m 
沧溟_n ,_w 62_m 
襄阳_ns ,_w 62_m 
侯_a ,_w 62_m 
斩_v ,_w 62_m 
酣_g ,_w 62_m 
晚风_n ,_w 62_m 
运_v ,_w 61_m 
十五_m ,_w 61_m 
羡君_np ,_w 61_m 
削_v ,_w 61_m 
帝_g ,_w 61_m 
谈笑_v ,_w 61_m 
清净_a ,_w 61_m 
步步_q ,_w 61_m 
敌_g ,_w 61_m 
高处_s ,_w 61_m 
分手_v ,_w 61_m 
世界_n ,_w 61_m 
酌_g ,_w 61_m 
深夜_t ,_w 61_m 
崔嵬_np ,_w 61_m 
碧玉_n ,_w 61_m 
笙_n ,_w 61_m 
朵_q ,_w 61_m 
絮_v ,_w 60_m 
前后_f ,_w 60_m 
浇_v ,_w 60_m 
行乐_v ,_w 60_m 
寇_g ,_w 60_m 
妾_a ,_w 60_m 
高堂_n ,_w 60_m 
衡阳_ns ,_w 60_m 
苍然_a ,_w 60_m 
舟楫_n ,_w 60_m 
高秋_np ,_w 60_m 
旧时_t ,_w 60_m 
夜半_t ,_w 60_m 
荆门_n ,_w 60_m 
迁客_v ,_w 60_m 
九日_t ,_w 60_m 
清凉_a ,_w 60_m 
选_v ,_w 60_m 
输_v ,_w 60_m 
四十_m ,_w 60_m 
盏_q ,_w 60_m 
拾_v ,_w 60_m 
松声_n ,_w 60_m 
沉沉_a ,_w 60_m 
汉水_ns ,_w 59_m 
王母_n ,_w 59_m 
裘_n ,_w 59_m 
年少_a ,_w 59_m 
沿_f ,_w 59_m 
生死_n ,_w 59_m 
人人_n ,_w 59_m 
家人_n ,_w 59_m 
值_n ,_w 59_m 
缭绕_v ,_w 59_m 
类_n ,_w 59_m 
碧树_n ,_w 59_m 
万事_n ,_w 59_m 
窄_a ,_w 59_m 
上_f 客_g ,_w 59_m 
清溪_ns ,_w 59_m 
客愁_a ,_w 59_m 
意气_n ,_w 59_m 
千秋_n ,_w 59_m 
世路_n ,_w 59_m 
世情_n ,_w 59_m 
临_v 风_n ,_w 59_m 
无时_t ,_w 59_m 
月_n 落_v ,_w 59_m 
心情_n ,_w 59_m 
新月_n ,_w 59_m 
山月_n ,_w 59_m 
抽_v ,_w 59_m 
莓苔_n ,_w 59_m 
忘机_n ,_w 59_m 
重叠_v ,_w 59_m 
西楼_s ,_w 59_m 
杏花_n ,_w 59_m 
海边_s ,_w 59_m 
三十年_t ,_w 59_m 
酒家_n ,_w 59_m 
西园_n ,_w 59_m 
吾_r 道_n ,_w 59_m 
慵_n ,_w 59_m 
重门_n ,_w 59_m 
扰扰_v ,_w 59_m 
还乡_v ,_w 59_m 
老夫_np ,_w 59_m 
泪痕_n ,_w 59_m 
邻家_n ,_w 58_m 
何_r 似_g ,_w 58_m 
桂枝_n ,_w 58_m 
长城_ns ,_w 58_m 
功业_n ,_w 58_m 
城南_s ,_w 58_m 
无穷_a ,_w 58_m 
者_k ,_w 58_m 
身_g 闲_a ,_w 58_m 
琵琶_n ,_w 58_m 
杳杳_n ,_w 58_m 
架_q ,_w 58_m 
酒_n 醒_v ,_w 58_m 
黄花_n ,_w 58_m 
虏_g ,_w 58_m 
米_n ,_w 58_m 
红粉_n ,_w 58_m 
曲江_ns ,_w 58_m 
壮心_n ,_w 58_m 
天明_n ,_w 58_m 
芦花_n ,_w 58_m 
无奈_d ,_w 58_m 
营_n ,_w 58_m 
誓_g ,_w 58_m 
一点_m ,_w 58_m 
扣_v ,_w 58_m 
阳台_n ,_w 58_m 
拂_v 衣_g ,_w 58_m 
雁行_v ,_w 58_m 
君行_v ,_w 58_m 
沧波_n ,_w 58_m 
争奈_v ,_w 57_m 
野寺_n ,_w 57_m 
幽径_n ,_w 57_m 
物华_n ,_w 57_m 
碧海_n ,_w 57_m 
保_v ,_w 57_m 
卷帘_n ,_w 57_m 
上头_f ,_w 57_m 
